url,title
https://blog.naver.com/emmasabatini/223218821870,[서울] 망원동 도서 쉼터 초록북카페 소개
https://blog.naver.com/irenesumi/223013109568,합정커피맛집 레이먼드 카피마켓 망원동북카페
https://blog.naver.com/workingmomkelly/222918777503,망원동 서점 북카페 :: 진부책방스튜디오
https://blog.naver.com/gone9227/222856253072,"나만 알고 싶은 망원동 북카페, 진부책방 스튜디오"
https://blog.naver.com/min_ingful__/222826977907,[망원동카페] 진부책방 스튜디오 I 채광이 좋은 조용한 북카페
https://blog.naver.com/seocharmingg/223212724262,"카페 창비, 망원동 북카페, 주차, 콘센트, 아이와 갈만한 곳"
https://blog.naver.com/luvu8081/223145543955,[북카페/ 서울 망원동] 책 구경하며 즐기는 카페 창비...
https://blog.naver.com/daisyinlove/222843138489,"망원동 조용한 북카페,서점_당인리책발전소"
https://mangwondaebak.tistory.com/574,망원동 대박부동산 - 2020.9 안심택배함 - 망원2동 초록북카페
https://blog.naver.com/hryu2000/220791619570,망원동 초록북카페 개소식
